Average Speed,Simulation Time,Fitness
50.0,76.12817168235779,3806.4085841178894
50.0,72.62043476104736,3631.021738052368
50.0,0.4030270576477051,20.151352882385254
50.0,0.40212512016296387,20.106256008148193
50.0,0.5011413097381592,25.05706548690796
50.0,0.402984619140625,20.14923095703125
50.0,0.4024472236633301,20.122361183166504
50.0,0.40230822563171387,20.115411281585693
50.0,0.5011382102966309,25.056910514831543
114.55519994611196,0.5026531219482422,57.58152888831828
50.0,0.5020442008972168,25.10221004486084
50.0,0.40139341354370117,20.06967067718506
50.0,56.13338804244995,2806.6694021224976
50.0,0.5010697841644287,25.053489208221436
50.0,0.40158629417419434,20.079314708709717
50.0,0.4030582904815674,20.15291452407837
50.0,1.103851556777954,55.192577838897705
50.0,1.6087112426757812,80.43556213378906
50.0,0.5022087097167969,25.110435485839844
50.0,0.8024795055389404,40.12397527694702
50.0,0.40283966064453125,20.141983032226562
50.0,0.7023086547851562,35.11543273925781
50.0,0.6020200252532959,30.101001262664795
50.0,0.5007729530334473,25.038647651672363
50.0,0.4013705253601074,20.06852626800537
50.0,0.40169739723205566,20.084869861602783
50.0,0.5011603832244873,25.058019161224365
50.0,0.5008761882781982,25.043809413909912
50.0,0.40160703659057617,20.08035182952881
50.0,0.401627779006958,20.0813889503479
50.0,0.5027785301208496,25.13892650604248
50.0,0.6030275821685791,30.151379108428955
50.0,0.5024418830871582,25.12209415435791
50.0,0.5029416084289551,25.147080421447754
50.0,0.40148496627807617,20.07424831390381
50.0,0.5024693012237549,25.123465061187744
50.0,0.40247535705566406,20.123767852783203
50.0,0.4010622501373291,20.053112506866455
50.0,0.502108097076416,25.1054048538208
50.0,0.40175747871398926,20.087873935699463
50.0,0.40140199661254883,20.07009983062744
50.0,0.40160655975341797,20.0803279876709
50.0,0.5034563541412354,25.172817707061768
50.0,0.6040222644805908,30.20111322402954
112.09279875203104,0.40247178077697754,45.1141883260053
50.0,0.5025346279144287,25.126731395721436
50.0,0.50288987159729,25.144493579864502
50.0,0.6014776229858398,30.073881149291992
50.0,0.5020053386688232,25.100266933441162
50.0,0.40143752098083496,20.071876049041748
