Average Speed,Simulation Time,Fitness
147.07201127685892,16.913475513458252,2487.498861446209
149.99996660995626,9.308302640914917,1396.2450853326052
149.67232763656506,0.4003021717071533,59.91415779738158
149.99984599179515,0.5004315376281738,75.06465357366332
149.97456143805078,0.40035200119018555,60.04261579934406
50.0,0.4003024101257324,20.01512050628662
149.44489505634118,0.5003519058227539,74.77503805692176
149.9910028456663,0.4002840518951416,60.039006366879015
149.9997888307032,0.40035510063171387,60.05318055205201
149.99999833241938,0.40039873123168945,60.05980901705625
149.99803273360982,0.4004490375518799,60.06656784284942
147.3610762553837,0.40032434463500977,58.99222627664618
149.9962414849545,0.40128421783447266,60.19112444240065
149.9983733003225,0.4002842903137207,60.04199240473214
147.2923420356886,0.5004644393920898,73.71457938363883
149.80531865388332,0.4002878665924072,59.9652514081587
149.99999755051846,0.5004119873046875,75.0617968699532
137.72356931300874,0.4002819061279297,55.12825284335318
124.00495335729019,0.4002823829650879,49.63699822933069
149.99719852649258,0.5003626346588135,75.05299344615692
149.99995642949216,0.4003317356109619,60.04974289898726
149.7579367640133,0.5003564357757568,74.93234746837287
149.99999942426854,0.5003740787506104,75.05611152451046
149.9650229771945,0.4002652168273926,60.02578243849167
149.99968319646106,0.40030765533447266,60.046021481289024
149.99989234911138,0.5004591941833496,75.06882525262547
149.21946248031125,0.40045976638793945,59.756391085399336
149.99999114781627,0.4003157615661621,60.04736069125565
131.89076726651066,0.4002845287322998,52.79383361941665
149.9999715044254,0.40030384063720703,60.0455646886931
149.99999980151503,0.40032124519348145,60.04818669956447
149.99999574027356,0.40032124519348145,60.04818507376322
149.9999996703433,0.400282621383667,60.0423930755942
149.4180344776921,0.4003911018371582,59.82565145886563
149.99997843047103,0.500356912612915,75.05352609947434
149.78435609796654,0.400343656539917,59.965216812736934
148.47662047308077,0.5004103183746338,74.29923292212402
149.99188604831633,0.5004100799560547,75.05745169019742
50.26978172775981,0.6004140377044678,30.182682621686546
149.99938598828982,0.4003634452819824,60.05427096445363
147.62817121304096,0.500420331954956,73.87613844433304
110.3411744643368,0.4003129005432129,44.17099559916336
149.9577070550822,0.4003469944000244,60.0351173066215
149.99774660603043,0.4002993106842041,60.043994570577894
97.36418858001338,0.4002823829650879,38.973169420269954
149.21667924599353,0.40230441093444824,60.03052824565393
149.88228151329753,0.4003622531890869,60.00720793978483
149.99996827810452,0.40032339096069336,60.04849594508724
104.58995826606053,0.4003169536590576,41.86913347639732
149.89384239847712,0.5003588199615479,75.00070610200424
